Creation_Time,Sensor_Time,Arrival_Time,x,y,z
1581161063000,1581161,1398347054801,0.08738836,0.11971009,9.40203
1581171012000,1581171,1398347054811,0.076614454,0.12569559,9.403227
1581181052000,1581181,1398347054821,0.06703765,0.1376666,9.408015
1581191031000,1581191,1398347054831,0.08259996,0.12090719,9.416395
1581201163000,1581201,1398347054841,0.06703765,0.107739076,9.391256
1581211173000,1581211,1398347054851,0.077811554,0.1400608,9.405622
1581221030000,1581221,1398347054861,0.077811554,0.1400608,9.405622
1581231070000,1581231,1398347054871,0.08738836,0.11372458,9.388862
1581241110000,1581241,1398347054881,0.092176765,0.12449849,9.392453
1581251090000,1581251,1398347054891,0.092176765,0.12689269,9.375694
1581261283000,1581261,1398347054901,0.076614454,0.11133038,9.388862
1581271018000,1581271,1398347054911,0.088585466,0.12210429,9.39365
1581281058000,1581281,1398347054921,0.10654198,0.12330139,9.390059
1581291220000,1581291,1398347054931,0.08619126,0.130484,9.399636
1581301047000,1581301,1398347054941,0.08619126,0.12808979,9.404425
1581311179000,1581311,1398347054951,0.08499416,0.110133275,9.392453
1581321036000,1581321,1398347054961,0.092176765,0.10175357,9.386468
1581331046000,1581331,1398347054971,0.095768064,0.1340753,9.400833
1581341361000,1581344,1398347054984,0.092176765,0.12808979,9.41041
1581351126000,1581351,1398347054991,0.092176765,0.12808979,9.41041
1581361258000,1581361,1398347055001,0.08140286,0.14604631,9.409213
1581370993000,1581371,1398347055011,0.076614454,0.12090719,9.39365
1581381033000,1581381,1398347055021,0.08738836,0.11372458,9.390059
1581391043000,1581391,1398347055031,0.08379706,0.1364695,9.406818
1581401053000,1581401,1398347055041,0.08379706,0.1340753,9.384073
1581411093000,1581411,1398347055051,0.08259996,0.12808979,9.387665
1581421042000,1581421,1398347055061,0.08140286,0.11252748,9.404425
1581431021000,1581431,1398347055071,0.07182605,0.11851298,9.409213
1581441062000,1581441,1398347055081,0.089782566,0.12449849,9.398438
1581451041000,1581451,1398347055091,0.088585466,0.108936176,9.388862
1581461081000,1581461,1398347055101,0.08259996,0.1352724,9.399636
1581471030000,1581471,1398347055111,0.076614454,0.12330139,9.391256
1581481131000,1581481,1398347055121,0.076614454,0.12330139,9.391256
1581491080000,1581491,1398347055131,0.09935937,0.142455,9.398438
1581501059000,1581501,1398347055141,0.08738836,0.11611878,9.427169
1581511130000,1581511,1398347055151,0.08499416,0.11611878,9.399636
1581521109000,1581521,1398347055161,0.095768064,0.130484,9.38168
1581531210000,1581531,1398347055171,0.10414778,0.12569559,9.394848
1581541037000,1581541,1398347055181,0.088585466,0.12928689,9.417592
1581551047000,1581551,1398347055191,0.08738836,0.12569559,9.416395
1581561118000,1581561,1398347055201,0.09696517,0.1340753,9.406818
1581571097000,1581571,1398347055211,0.10654198,0.1340753,9.375694
1581581046000,1581581,1398347055221,0.10055647,0.1388637,9.380483
1581591025000,1581591,1398347055231,0.08738836,0.12090719,9.40203
1581601065000,1581601,1398347055241,0.077811554,0.1400608,9.399636
1581611014000,1581611,1398347055251,0.077811554,0.1400608,9.399636
1581621054000,1581621,1398347055261,0.094570965,0.107739076,9.390059
1581631033000,1581631,1398347055271,0.10175357,0.11492168,9.390059
1581641135000,1581641,1398347055281,0.095768064,0.12330139,9.392453
1581651022000,1581651,1398347055291,0.07182605,0.11611878,9.384073
1581661032000,1581661,1398347055301,0.074220255,0.11252748,9.408015
1581671042000,1581671,1398347055311,0.08619126,0.12569559,9.409213
1581681265000,1581682,1398347055321,0.076614454,0.1316811,9.417592
1581691123000,1581691,1398347055331,0.075417355,0.11731588,9.421184
1581701163000,1581701,1398347055341,0.092176765,0.12090719,9.419987
1581711051000,1581711,1398347055351,0.08499416,0.12689269,9.412804
1581721060000,1581721,1398347055361,0.10654198,0.11971009,9.39365
1581731131000,1581731,1398347055371,0.10414778,0.1340753,9.424775
1581741080000,1581741,1398347055381,0.10414778,0.1340753,9.424775
1581751059000,1581751,1398347055391,0.090979666,0.1328782,9.385271
1581761069000,1581761,1398347055401,0.094570965,0.1328782,9.38168
1581771018000,1581771,1398347055411,0.094570965,0.12569559,9.415198
1581781058000,1581781,1398347055421,0.08379706,0.12090719,9.409213
1581791068000,1581791,1398347055431,0.092176765,0.11252748,9.396045
1581801047000,1581801,1398347055441,0.08379706,0.11851298,9.406818
1581811026000,1581811,1398347055451,0.10414778,0.11492168,9.403227
1581821066000,1581823,1398347055463,0.08619126,0.130484,9.41041
1581831046000,1581831,1398347055471,0.08738836,0.12449849,9.397242
1581841055000,1581841,1398347055481,0.089782566,0.110133275,9.380483
1581851035000,1581851,1398347055491,0.092176765,0.10055647,9.394848
1581861106000,1581861,1398347055501,0.10175357,0.11133038,9.431957
1581871024000,1581871,1398347055511,0.08738836,0.1448492,9.419987
1581881095000,1581881,1398347055521,0.08738836,0.1448492,9.419987
1581891043000,1581891,1398347055531,0.08020575,0.12689269,9.386468
1581901053000,1581901,1398347055541,0.089782566,0.11611878,9.390059
1581911032000,1581911,1398347055551,0.088585466,0.11611878,9.397242
1581921805000,1581922,1398347055562,0.09696517,0.10654198,9.41041
1581931082000,1581931,1398347055571,0.088585466,0.130484,9.41879
1581941031000,1581941,1398347055581,0.079008654,0.11851298,9.392453
1581951651000,1581952,1398347055591,0.093373865,0.11731588,9.392453
1581961081000,1581961,1398347055601,0.093373865,0.11133038,9.39365
1581971945000,1581972,1398347055612,0.092176765,0.1316811,9.398438
1581981040000,1581981,1398347055621,0.094570965,0.12569559,9.394848
1581991049000,1581991,1398347055631,0.110133275,0.1412579,9.408015
1582001120000,1582001,1398347055641,0.10414778,0.1412579,9.40203
1582011038000,1582011,1398347055651,0.10414778,0.1412579,9.40203
1582021079000,1582021,1398347055661,0.090979666,0.1352724,9.414001
1582031027000,1582031,1398347055671,0.07182605,0.1376666,9.424775
1582041037000,1582043,1398347055682,0.076614454,0.12569559,9.378088
1582051047000,1582051,1398347055691,0.062249243,0.12449849,9.400833
1582061057000,1582061,1398347055701,0.08499416,0.12689269,9.380483
1582071066000,1582071,1398347055711,0.073023155,0.12569559,9.415198
1582081107000,1582081,1398347055721,0.08499416,0.1340753,9.399636
1582091116000,1582091,1398347055731,0.090979666,0.12090719,9.386468
1582101096000,1582101,1398347055741,0.089782566,0.12569559,9.425972
1582111044000,1582111,1398347055751,0.090979666,0.11492168,9.423578
1582121085000,1582122,1398347055761,0.073023155,0.110133275,9.408015
1582131064000,1582131,1398347055771,0.06344634,0.12090719,9.417592
1582141776000,1582142,1398347055782,0.06344634,0.12090719,9.417592
1582151022000,1582151,1398347055791,0.08259996,0.11971009,9.400833
1582161093000,1582161,1398347055801,0.07062895,0.12928689,9.397242
1582171042000,1582172,1398347055811,0.079008654,0.12449849,9.404425
1582181082000,1582181,1398347055821,0.08020575,0.1340753,9.396045
1582191794000,1582192,1398347055832,0.08499416,0.11851298,9.38168
1582201102000,1582201,1398347055841,0.089782566,0.11851298,9.399636
1582211051000,1582211,1398347055851,0.089782566,0.12928689,9.419987
1582221060000,1582221,1398347055861,0.10175357,0.1316811,9.403227
1582231009000,1582231,1398347055871,0.095768064,0.1436521,9.388862
1582241141000,1582241,1398347055881,0.09696517,0.1364695,9.416395
1582250998000,1582251,1398347055891,0.089782566,0.1352724,9.41041
1582261038000,1582261,1398347055901,0.08499416,0.130484,9.39365
1582271018000,1582281,1398347055921,0.08499416,0.130484,9.39365
1582281088000,1582283,1398347055923,0.093373865,0.1376666,9.427169
1582291068000,1582291,1398347055931,0.089782566,0.1352724,9.39365
1582301047000,1582302,1398347055942,0.095768064,0.1340753,9.423578
1582311606000,1582312,1398347055951,0.088585466,0.142455,9.42238
1582321066000,1582321,1398347055961,0.08020575,0.11492168,9.396045
1582331076000,1582331,1398347055971,0.088585466,0.12330139,9.391256
1582341544000,1582342,1398347055981,0.10295067,0.12210429,9.397242
1582351065000,1582351,1398347055991,0.08259996,0.14724341,9.417592
1582361655000,1582362,1398347056001,0.094570965,0.1352724,9.421184
1582371024000,1582371,1398347056011,0.074220255,0.1352724,9.414001
1582381064000,1582381,1398347056021,0.075417355,0.12808979,9.41041
1582391043000,1582391,1398347056031,0.079008654,0.12808979,9.417592
1582401053000,1582401,1398347056041,0.095768064,0.12808979,9.399636
1582411093000,1582411,1398347056051,0.095768064,0.12808979,9.399636
1582421103000,1582421,1398347056061,0.08379706,0.11971009,9.374496
1582431052000,1582431,1398347056071,0.094570965,0.11492168,9.39365
1582441062000,1582441,1398347056081,0.08619126,0.11133038,9.370906
1582451010000,1582451,1398347056091,0.10055647,0.108936176,9.397242
1582461081000,1582461,1398347056101,0.088585466,0.1388637,9.41041
1582471091000,1582471,1398347056111,0.079008654,0.12928689,9.419987
1582481070000,1582481,1398347056121,0.090979666,0.12928689,9.387665
1582491080000,1582491,1398347056131,0.08619126,0.11731588,9.385271
1582501059000,1582501,1398347056141,0.088585466,0.1328782,9.386468
1582511008000,1582511,1398347056151,0.08738836,0.11611878,9.40203
1582521079000,1582521,1398347056161,0.08140286,0.12928689,9.397242
1582531058000,1582531,1398347056171,0.088585466,0.11971009,9.408015
1582541007000,1582541,1398347056181,0.088585466,0.11971009,9.408015
1582551047000,1582551,1398347056191,0.08619126,0.12210429,9.411607
1582561118000,1582561,1398347056201,0.06943185,0.1328782,9.423578
1582571036000,1582571,1398347056211,0.09696517,0.1328782,9.414001
1582581076000,1582581,1398347056221,0.090979666,0.1412579,9.423578
1582591025000,1582591,1398347056231,0.10055647,0.12449849,9.416395
1582601065000,1582601,1398347056241,0.08619126,0.12808979,9.412804
1582611044000,1582611,1398347056251,0.08619126,0.12808979,9.388862
1582621054000,1582621,1398347056261,0.10295067,0.12928689,9.405622
1582631125000,1582632,1398347056271,0.092176765,0.11971009,9.39365
1582641043000,1582641,1398347056281,0.075417355,0.11252748,9.417592
1582651022000,1582651,1398347056291,0.08020575,0.12808979,9.424775
1582661063000,1582661,1398347056301,0.073023155,0.130484,9.406818
1582671012000,1582671,1398347056311,0.073023155,0.130484,9.406818
1582681052000,1582681,1398347056321,0.08259996,0.14844051,9.392453
1582691031000,1582691,1398347056331,0.076614454,0.14724341,9.409213
1582701041000,1582701,1398347056341,0.08499416,0.12569559,9.398438
1582711081000,1582711,1398347056351,0.12090719,0.12210429,9.409213
1582721060000,1582721,1398347056361,0.107739076,0.10414778,9.397242
1582731040000,1582731,1398347056371,0.08140286,0.1364695,9.405622
1582741110000,1582742,1398347056381,0.08140286,0.1316811,9.412804
1582751242000,1582751,1398347056391,0.08738836,0.10295067,9.397242
1582761099000,1582761,1398347056401,0.095768064,0.11971009,9.403227
1582771048000,1582771,1398347056411,0.06823475,0.11252748,9.406818
1582781394000,1582782,1398347056422,0.090979666,0.12330139,9.391256
1582791037000,1582791,1398347056431,0.08020575,0.11252748,9.399636
1582801047000,1582801,1398347056441,0.08619126,0.11851298,9.405622
1582811026000,1582811,1398347056451,0.08619126,0.11851298,9.405622
1582821097000,1582822,1398347056461,0.107739076,0.11611878,9.423578
1582831015000,1582831,1398347056471,0.089782566,0.1328782,9.400833
1582841055000,1582841,1398347056481,0.09816227,0.11252748,9.379285
1582851004000,1582851,1398347056491,0.092176765,0.1364695,9.382876
1582861044000,1582861,1398347056501,0.094570965,0.14963761,9.40203
1582871054000,1582871,1398347056511,0.06823475,0.1400608,9.38168
1582881064000,1582881,1398347056521,0.073023155,0.11252748,9.392453
1582890982000,1582891,1398347056531,0.075417355,0.11252748,9.385271
1582901022000,1582901,1398347056541,0.093373865,0.1340753,9.3733
1582911002000,1582911,1398347056551,0.108936176,0.12928689,9.406818
1582921286000,1582922,1398347056561,0.088585466,0.130484,9.394848
1582931082000,1582931,1398347056571,0.08020575,0.12449849,9.406818
1582941641000,1582942,1398347056582,0.08379706,0.11133038,9.400833
1582951102000,1582951,1398347056591,0.08379706,0.11133038,9.400833
1582961081000,1582961,1398347056601,0.094570965,0.12210429,9.394848
1582971060000,1582971,1398347056611,0.08738836,0.11971009,9.400833
1582981009000,1582981,1398347056621,0.09816227,0.12928689,9.398438
1582991049000,1582991,1398347056631,0.09696517,0.12928689,9.391256
1583001090000,1583001,1398347056641,0.11611878,0.11851298,9.412804
1583011038000,1583011,1398347056651,0.090979666,0.1328782,9.379285
1583021140000,1583021,1398347056661,0.09816227,0.1388637,9.411607
1583031027000,1583031,1398347056671,0.10055647,0.12808979,9.417592
1583041098000,1583041,1398347056681,0.110133275,0.12210429,9.414001
1583050986000,1583051,1398347056691,0.107739076,0.1388637,9.408015
1583061331000,1583062,1398347056701,0.10295067,0.12090719,9.41041
1583071097000,1583071,1398347056711,0.10295067,0.12090719,9.41041
1583081290000,1583082,1398347056722,0.09816227,0.12090719,9.421184
1583091055000,1583093,1398347056733,0.07062895,0.12210429,9.411607
1583101065000,1583101,1398347056741,0.10175357,0.1364695,9.414001
1583111044000,1583111,1398347056751,0.09696517,0.11731588,9.397242
1583121115000,1583121,1398347056761,0.09935937,0.09935937,9.400833
1583131033000,1583131,1398347056771,0.08379706,0.11731588,9.408015
1583141043000,1583144,1398347056784,0.093373865,0.12210429,9.394848
1583151114000,1583151,1398347056791,0.092176765,0.11492168,9.417592
1583161093000,1583161,1398347056801,0.094570965,0.12090719,9.411607
1583171073000,1583171,1398347056811,0.088585466,0.1400608,9.406818
1583181113000,1583182,1398347056821,0.093373865,0.1340753,9.405622
1583191245000,1583191,1398347056831,0.093373865,0.12808979,9.415198
1583201132000,1583201,1398347056841,0.093373865,0.12808979,9.415198
1583211051000,1583211,1398347056851,0.08738836,0.12210429,9.390059
1583221182000,1583221,1398347056861,0.094570965,0.11971009,9.397242
1583231162000,1583231,1398347056871,0.06703765,0.1352724,9.398438
1583241355000,1583242,1398347056881,0.089782566,0.12090719,9.384073
1583251029000,1583251,1398347056891,0.108936176,0.12928689,9.399636
1583261069000,1583261,1398347056901,0.092176765,0.12090719,9.408015
1583271079000,1583271,1398347056911,0.076614454,0.130484,9.39365
1583281119000,1583281,1398347056921,0.076614454,0.12808979,9.375694
1583291068000,1583291,1398347056931,0.092176765,0.12330139,9.400833
1583301047000,1583301,1398347056941,0.09696517,0.1352724,9.404425
1583311057000,1583311,1398347056951,0.08499416,0.12928689,9.42238
1583321127000,1583321,1398347056961,0.089782566,0.1328782,9.392453
1583331046000,1583331,1398347056971,0.095768064,0.12689269,9.403227
1583341025000,1583341,1398347056981,0.095768064,0.12689269,9.403227
1583351065000,1583351,1398347056991,0.11731588,0.12808979,9.397242
1583362845000,1583363,1398347057003,0.093373865,0.12569559,9.392453
1583370993000,1583371,1398347057011,0.07182605,0.12090719,9.406818
1583381095000,1583381,1398347057021,0.089782566,0.11731588,9.397242
1583391104000,1583391,1398347057031,0.09935937,0.12210429,9.403227
1583401114000,1583401,1398347057041,0.092176765,0.1340753,9.392453
1583411124000,1583411,1398347057051,0.093373865,0.11492168,9.40203
1583421103000,1583421,1398347057061,0.10055647,0.12210429,9.40203
1583431021000,1583431,1398347057071,0.10534488,0.11372458,9.400833
1583441062000,1583441,1398347057081,0.08619126,0.130484,9.394848
1583451010000,1583451,1398347057091,0.094570965,0.1448492,9.42238
1583461234000,1583461,1398347057101,0.08140286,0.1400608,9.434352
1583471030000,1583471,1398347057111,0.08140286,0.1400608,9.434352
1583481101000,1583481,1398347057121,0.08379706,0.1316811,9.415198
1583491049000,1583491,1398347057131,0.089782566,0.1340753,9.408015
1583501090000,1583501,1398347057141,0.08259996,0.1364695,9.43076
1583511069000,1583511,1398347057151,0.076614454,0.12330139,9.427169
1583521109000,1583521,1398347057161,0.090979666,0.12449849,9.399636
1583530997000,1583531,1398347057171,0.10295067,0.11851298,9.41041
1583541007000,1583541,1398347057181,0.08738836,0.107739076,9.405622
1583551047000,1583560,1398347057200,0.08738836,0.12210429,9.380483
1583571036000,1583571,1398347057211,0.10055647,0.12808979,9.390059
1583581046000,1583583,1398347057223,0.08379706,0.108936176,9.379285
1583591055000,1583591,1398347057231,0.08379706,0.107739076,9.405622
1583601126000,1583601,1398347057241,0.08379706,0.107739076,9.405622
1583611106000,1583611,1398347057251,0.08499416,0.11851298,9.405622
1583621054000,1583621,1398347057261,0.08020575,0.11252748,9.406818
1583631064000,1583631,1398347057271,0.095768064,0.12330139,9.379285
1583641043000,1583641,1398347057281,0.09935937,0.12449849,9.385271
1583651053000,1583651,1398347057291,0.090979666,0.12449849,9.406818
1583661337000,1583662,1398347057301,0.10414778,0.11851298,9.390059
1583671042000,1583671,1398347057311,0.10295067,0.1388637,9.41879
1583681052000,1583681,1398347057321,0.10055647,0.1400608,9.404425
1583691062000,1583691,1398347057331,0.08619126,0.11851298,9.403227
1583701041000,1583701,1398347057341,0.089782566,0.12928689,9.398438
1583711020000,1583711,1398347057351,0.08020575,0.12210429,9.427169
1583721243000,1583721,1398347057361,0.09816227,0.11611878,9.412804
1583731009000,1583731,1398347057371,0.09816227,0.11611878,9.412804
1583741080000,1583741,1398347057381,0.08619126,0.11372458,9.41879
1583751029000,1583751,1398347057391,0.10055647,0.12330139,9.415198
1583761069000,1583761,1398347057401,0.07062895,0.11971009,9.411607
1583771018000,1583771,1398347057411,0.06823475,0.12569559,9.399636
1583781333000,1583782,1398347057422,0.09696517,0.12569559,9.394848
1583791098000,1583791,1398347057431,0.08499416,0.1388637,9.398438
1583801291000,1583801,1398347057441,0.11971009,0.12928689,9.398438
1583811026000,1583811,1398347057451,0.092176765,0.1328782,9.411607
1583821127000,1583821,1398347057461,0.11133038,0.1352724,9.406818
1583831229000,1583832,1398347057471,0.11971009,0.12689269,9.425972
1583841330000,1583842,1398347057481,0.108936176,0.12210429,9.40203
1583851218000,1583855,1398347057494,0.095768064,0.1328782,9.403227
1583861106000,1583861,1398347057501,0.08140286,0.12210429,9.386468
1583871024000,1583872,1398347057512,0.08140286,0.12210429,9.386468
1583881217000,1583882,1398347057522,0.10175357,0.12330139,9.392453
1583891104000,1583891,1398347057531,0.108936176,0.12090719,9.406818
1583901084000,1583901,1398347057541,0.094570965,0.11611878,9.386468
1583911032000,1583911,1398347057551,0.08499416,0.12569559,9.386468
1583921073000,1583922,1398347057562,0.08619126,0.1340753,9.396045
1583931082000,1583931,1398347057571,0.08020575,0.11611878,9.403227
1583941092000,1583941,1398347057581,0.08140286,0.11731588,9.394848
1583951010000,1583951,1398347057591,0.06703765,0.12090719,9.391256
1583961020000,1583961,1398347057601,0.10175357,0.11731588,9.398438
1583971182000,1583971,1398347057611,0.108936176,0.12090719,9.388862
1583981009000,1583981,1398347057621,0.095768064,0.11372458,9.423578
1583991049000,1583991,1398347057631,0.092176765,0.10414778,9.416395
1584001059000,1584001,1398347057641,0.092176765,0.10414778,9.416395
1584011008000,1584011,1398347057651,0.079008654,0.10654198,9.392453
1584021018000,1584021,1398347057661,0.090979666,0.11133038,9.406818
1584031088000,1584031,1398347057671,0.10175357,0.11492168,9.417592
1584041190000,1584041,1398347057681,0.07062895,0.108936176,9.387665
1584051138000,1584051,1398347057691,0.07182605,0.12210429,9.40203
1584061087000,1584061,1398347057701,0.08499416,0.15442601,9.388862
1584071250000,1584075,1398347057715,0.11851298,0.1388637,9.386468
1584081076000,1584082,1398347057722,0.11851298,0.12090719,9.40203
1584091086000,1584092,1398347057732,0.11133038,0.108936176,9.403227
1584101218000,1584101,1398347057741,0.094570965,0.11851298,9.400833
1584111014000,1584111,1398347057751,0.06344634,0.130484,9.385271
1584121085000,1584121,1398347057761,0.08738836,0.12569559,9.382876
1584130972000,1584131,1398347057771,0.08738836,0.12569559,9.382876
1584141165000,1584141,1398347057781,0.08259996,0.14724341,9.39365
1584151053000,1584151,1398347057791,0.09816227,0.1364695,9.412804
1584161063000,1584161,1398347057801,0.076614454,0.1388637,9.386468
1584171073000,1584171,1398347057811,0.075417355,0.1400608,9.369708
1584181113000,1584182,1398347057822,0.093373865,0.14844051,9.391256
1584192801000,1584194,1398347057834,0.10175357,0.1448492,9.41041
1584201041000,1584201,1398347057841,0.095768064,0.1436521,9.376891
1584211051000,1584211,1398347057851,0.094570965,0.142455,9.391256
1584221060000,1584221,1398347057861,0.093373865,0.1436521,9.391256
1584231070000,1584231,1398347057871,0.10295067,0.1400608,9.41879
1584241080000,1584243,1398347057883,0.10175357,0.12090719,9.399636
1584250998000,1584251,1398347057891,0.09816227,0.12210429,9.398438
1584261069000,1584261,1398347057901,0.09816227,0.12210429,9.398438
1584271079000,1584271,1398347057911,0.094570965,0.12090719,9.411607
1584281088000,1584282,1398347057921,0.08499416,0.1316811,9.387665
1584291159000,1584291,1398347057931,0.077811554,0.12928689,9.41041
1584301138000,1584301,1398347057941,0.08259996,0.1436521,9.424775
1584311057000,1584311,1398347057951,0.094570965,0.11971009,9.399636
1584321158000,1584321,1398347057961,0.10175357,0.1328782,9.419987
1584331015000,1584331,1398347057971,0.075417355,0.12330139,9.390059
1584341147000,1584341,1398347057981,0.08619126,0.11731588,9.400833
1584351035000,1584351,1398347057991,0.079008654,0.12210429,9.387665
1584361136000,1584361,1398347058001,0.08619126,0.12689269,9.398438
1584371024000,1584371,1398347058011,0.08499416,0.12569559,9.419987
1584381033000,1584381,1398347058021,0.092176765,0.1412579,9.437943
1584390982000,1584391,1398347058031,0.06823475,0.1412579,9.414001
1584400992000,1584401,1398347058041,0.06823475,0.1412579,9.414001
1584411032000,1584411,1398347058051,0.11611878,0.12928689,9.414001
1584421012000,1584421,1398347058061,0.08619126,0.12330139,9.394848
1584431021000,1584431,1398347058071,0.09696517,0.11252748,9.379285
1584441031000,1584441,1398347058081,0.10295067,0.12689269,9.390059
1584451010000,1584451,1398347058091,0.094570965,0.12569559,9.415198
1584461051000,1584461,1398347058101,0.088585466,0.12808979,9.4295635
1584470999000,1584471,1398347058111,0.08619126,0.12569559,9.403227
1584481070000,1584481,1398347058121,0.095768064,0.12808979,9.405622
1584491049000,1584491,1398347058131,0.07062895,0.1388637,9.403227
1584501090000,1584501,1398347058141,0.08499416,0.14963761,9.386468
1584511160000,1584511,1398347058151,0.079008654,0.12808979,9.397242
1584521140000,1584521,1398347058161,0.08499416,0.11372458,9.406818
1584531058000,1584531,1398347058171,0.08499416,0.11372458,9.406818
1584541068000,1584541,1398347058181,0.079008654,0.110133275,9.41041
1584552085000,1584552,1398347058192,0.092176765,0.11731588,9.409213
1584561362000,1584561,1398347058201,0.08738836,0.11252748,9.399636
1584571189000,1584571,1398347058211,0.10414778,0.12449849,9.409213
1584581076000,1584581,1398347058221,0.094570965,0.12928689,9.394848
1584591055000,1584591,1398347058231,0.095768064,0.12569559,9.399636
1584601065000,1584601,1398347058241,0.09935937,0.12090719,9.404425
1584611044000,1584611,1398347058251,0.08619126,0.1412579,9.398438
1584621054000,1584621,1398347058261,0.08140286,0.130484,9.41879
1584631064000,1584631,1398347058271,0.092176765,0.11492168,9.415198
1584641074000,1584641,1398347058281,0.089782566,0.11731588,9.41041
1584651053000,1584651,1398347058291,0.077811554,0.11731588,9.416395
1584661124000,1584661,1398347058301,0.077811554,0.11731588,9.416395
1584671073000,1584671,1398347058311,0.07062895,0.1376666,9.414001
1584681052000,1584681,1398347058321,0.08020575,0.1328782,9.39365
1584691062000,1584691,1398347058331,0.090979666,0.12090719,9.406818
1584701041000,1584701,1398347058341,0.090979666,0.11851298,9.411607
1584711112000,1584711,1398347058351,0.08020575,0.12330139,9.3733
1584721060000,1584721,1398347058361,0.08619126,0.11492168,9.409213
1584731070000,1584731,1398347058371,0.08499416,0.12090719,9.417592
1584741019000,1584741,1398347058381,0.08140286,0.1364695,9.417592
1584751059000,1584751,1398347058391,0.09935937,0.11731588,9.40203
1584761099000,1584761,1398347058401,0.11492168,0.12569559,9.421184
1584771048000,1584771,1398347058411,0.095768064,0.14724341,9.408015
1584781058000,1584781,1398347058421,0.092176765,0.1316811,9.3733
1584790976000,1584791,1398347058431,0.092176765,0.1316811,9.3733
1584801047000,1584801,1398347058441,0.06464344,0.12689269,9.382876
1584810996000,1584811,1398347058451,0.08619126,0.11851298,9.396045
1584821280000,1584821,1398347058461,0.088585466,0.11971009,9.41879
1584831137000,1584831,1398347058471,0.08140286,0.12928689,9.41879
1584841147000,1584841,1398347058481,0.095768064,0.12569559,9.419987
1584851126000,1584851,1398347058491,0.10175357,0.12090719,9.408015
1584861228000,1584861,1398347058501,0.110133275,0.11971009,9.379285
1584871054000,1584871,1398347058511,0.088585466,0.12569559,9.400833
1584881095000,1584881,1398347058521,0.08020575,0.12330139,9.408015
1584891074000,1584891,1398347058531,0.10055647,0.12090719,9.409213
1584901053000,1584901,1398347058541,0.09935937,0.12808979,9.442732
1584911063000,1584911,1398347058551,0.093373865,0.1328782,9.423578
1584921073000,1584921,1398347058561,0.10534488,0.12689269,9.400833
1584931204000,1584931,1398347058571,0.10534488,0.12689269,9.400833
1584941062000,1584941,1398347058581,0.088585466,0.12449849,9.38168
1584951102000,1584951,1398347058591,0.093373865,0.11851298,9.382876
1584961051000,1584961,1398347058601,0.10055647,0.11492168,9.400833
1584971060000,1584971,1398347058611,0.095768064,0.12090719,9.40203
1584981040000,1584981,1398347058621,0.10175357,0.11133038,9.405622
1584991049000,1584991,1398347058631,0.10175357,0.12090719,9.403227
1585001090000,1585001,1398347058641,0.08738836,0.12689269,9.41879
1585011038000,1585011,1398347058651,0.079008654,0.11731588,9.425972
1585021048000,1585021,1398347058661,0.088585466,0.12569559,9.411607
1585031058000,1585031,1398347058671,0.094570965,0.12808979,9.382876
1585041037000,1585041,1398347058681,0.088585466,0.12689269,9.414001
1585051016000,1585051,1398347058691,0.07062895,0.12330139,9.400833
1585061026000,1585061,1398347058701,0.07062895,0.12330139,9.400833
1585071036000,1585071,1398347058711,0.074220255,0.12689269,9.415198
1585081076000,1585081,1398347058721,0.08499416,0.11731588,9.398438
1585091025000,1585091,1398347058731,0.092176765,0.12330139,9.412804
1585101401000,1585101,1398347058741,0.08619126,0.12449849,9.391256
1585111106000,1585111,1398347058751,0.06943185,0.12689269,9.384073
1585121329000,1585121,1398347058761,0.092176765,0.12330139,9.380483
1585131033000,1585131,1398347058771,0.08379706,0.130484,9.39365
1585141074000,1585141,1398347058781,0.09696517,0.14724341,9.396045
1585151511000,1585151,1398347058791,0.092176765,0.1328782,9.411607
1585161124000,1585161,1398347058801,0.09935937,0.11372458,9.396045
1585171835000,1585172,1398347058812,0.108936176,0.12210429,9.398438
1585181082000,1585181,1398347058821,0.079008654,0.11851298,9.416395
1585191062000,1585191,1398347058831,0.079008654,0.11851298,9.416395
1585202597000,1585203,1398347058842,0.090979666,0.12569559,9.392453
1585211020000,1585211,1398347058851,0.090979666,0.12569559,9.392453
1585221091000,1585221,1398347058861,0.095768064,0.1352724,9.392453
1585231009000,1585231,1398347058871,0.088585466,0.130484,9.404425
1585241049000,1585241,1398347058881,0.075417355,0.11731588,9.396045
1585251059000,1585251,1398347058891,0.06943185,0.11133038,9.38168
1585261038000,1585261,1398347058901,0.08619126,0.14844051,9.385271
1585271018000,1585271,1398347058911,0.09696517,0.1400608,9.386468
1585281058000,1585281,1398347058921,0.10534488,0.130484,9.396045
1585291007000,1585291,1398347058931,0.10175357,0.11971009,9.404425
1585301047000,1585301,1398347058941,0.095768064,0.11252748,9.408015
1585311118000,1585311,1398347058951,0.088585466,0.09935937,9.396045
1585321463000,1585322,1398347058961,0.10295067,0.11731588,9.416395
1585331076000,1585331,1398347058971,0.10295067,0.11731588,9.416395
1585341452000,1585341,1398347058981,0.089782566,0.11252748,9.40203
1585351035000,1585351,1398347058991,0.08619126,0.12090719,9.396045
1585361106000,1585361,1398347059001,0.090979666,0.12090719,9.415198
1585371543000,1585372,1398347059011,0.09696517,0.12808979,9.408015
1585381247000,1585382,1398347059022,0.08020575,0.1412579,9.409213
1585394064000,1585396,1398347059036,0.06823475,0.12689269,9.411607
