TIMESTAMP,U10,V10,U100,V100,TARGETVAR
20120221 7:00,-0.820346315,4.109263909,-1.301337043,5.549807636,0.25082228
20120221 8:00,-0.571530256,4.153708315,-0.946697963,5.874799212,0.25815243
20120221 9:00,-0.67816571,4.046547912,-1.134092477,6.635002376,0.2889766
20120221 10:00,-1.184997748,3.663338359,-2.167281048,6.539898252,0.24010901
20120221 11:00,-1.497795079,3.41593116,-2.819131858,6.160741413,0.18954985
20120221 12:00,-1.475213453,3.152721505,-2.963707734,5.927704818,0.12818344
20120221 13:00,-1.546303756,2.987289546,-3.087126164,5.616569472,0.14256179
20120221 14:00,-2.143462296,3.242597973,-3.627648512,5.381013562,0.11248943
20120221 15:00,-2.051463081,2.790252675,-3.616062292,4.695760007,0.06597124
20120221 16:00,-2.544913415,2.81691932,-4.14550217,4.469021698,0.06305798
20120221 17:00,-3.147090094,2.328030843,-4.882990258,3.603637153,0.07160981
20120221 18:00,-3.223198535,1.621858599,-5.219494385,2.527889843,0.08457851
20120221 19:00,-2.088680945,1.192723159,-4.375211574,2.13676626,0.07771826
20120221 20:00,-1.395759586,1.455932813,-3.634700994,3.041200181,0.05845315
20120221 21:00,-2.398969206,2.251981524,-3.984806336,3.531206859,0.03853021
20120221 22:00,-3.585759078,1.909759591,-4.860825315,2.672120601,0.04680011
20120221 23:00,-3.341124802,1.312723057,-4.49258502,1.792249997,0.06813269
20120222 0:00,-2.441623387,1.399142738,-3.272001934,1.755719936,0.06662907
20120222 1:00,-1.371673228,2.26128911,-1.817227794,2.91571379,0.10356169
20120222 2:00,-1.209894907,1.654459537,-1.591975281,2.083517711,0.04943144
20120222 3:00,-0.785089247,1.295222065,-1.038880002,1.587096232,0.3495912
20120222 4:00,-0.449793588,1.107150682,-0.598634001,1.345899653,0.39310214
20120222 5:00,0.156966828,1.382918271,0.207368555,1.696155099,0.34545625
20120222 6:00,0.56819925,1.981295198,0.754665254,2.495769276,0.55239167
20120222 7:00,0.639367037,2.298269438,0.840305814,2.973637171,0.37186354
20120222 8:00,0.255281091,2.105267345,0.353671177,3.022962551,0.42063714
20120222 9:00,-0.066808175,1.734407484,-0.373827533,3.957882127,0.20684146
20120222 10:00,-0.381560555,2.316231311,-1.134779586,5.491946677,0.14115214
20120222 11:00,-0.677237033,2.163379289,-1.633457427,4.754781145,0.08241706
20120222 12:00,-0.76124437,1.745325486,-1.800724144,3.889098111,0.05356639
20120222 13:00,-0.924490068,1.182520113,-2.285574603,2.774978075,0.02180246
20120222 14:00,-0.597631827,1.089188809,-1.70973105,2.325166817,0.01043135
20120222 15:00,-0.550308917,1.104333134,-1.466636754,2.674969737,0.00045226
20120222 16:00,-0.455663096,1.216682892,-1.299816081,2.437845895,0
20120222 17:00,-0.214646414,1.377635367,-0.651713306,2.818420611,0
20120222 18:00,-0.650457402,1.464274993,-1.004088525,2.328787028,0.02348816
20120222 19:00,-0.794627198,1.301913743,-1.111139224,1.951832524,0.00441101
20120222 20:00,-0.745836911,1.127577911,-0.900160137,1.682579306,0
20120222 21:00,-0.395133793,0.563363764,-0.463928538,0.944508722,0
20120222 22:00,0.024902892,0.416499033,0.083368161,0.506463151,0
20120222 23:00,0.714203267,0.755309276,0.993745149,0.867126704,0
20120223 0:00,1.508421103,0.965568855,2.002697989,1.105155599,0.00337139
20120223 1:00,2.692844951,0.302140507,3.521466838,0.176663512,0.01869244
20120223 2:00,3.118981038,0.539209317,4.087959569,0.51421884,0.05507001
20120223 3:00,3.232699434,0.818967091,4.257708269,0.923189984,0.08749178
20120223 4:00,3.055758535,0.865386158,4.023743785,0.990495537,0.11277135
20120223 5:00,3.011420677,1.094165849,3.984915636,1.304416855,0.09876891
20120223 6:00,2.756067454,1.559185437,3.6817574,1.934828405,0.16699558
20120223 7:00,2.169001362,2.097149274,2.943524782,2.72142994,0.21229207
20120223 8:00,1.055628467,2.39307083,1.659209101,3.716113526,0.20994267
20120223 9:00,-0.233043184,2.457311504,-0.586352153,5.474792203,0.09829903
20120223 10:00,-1.290583221,2.466429535,-2.874226134,5.345318926,0.07471102
20120223 11:00,-1.723698414,1.598973209,-3.888735962,3.558895976,0.20298844
20120223 12:00,-1.846448597,0.858340407,-4.460704457,1.975931033,0.21896438
20120223 13:00,-2.036937175,0.411142425,-5.049100246,0.880032225,0.26012593
20120223 14:00,-1.876007169,0.012435791,-4.8554573,-0.134688892,0.21370172
20120223 15:00,-1.892839134,-0.305037475,-4.50650176,-1.09700416,0.10374965
20120223 16:00,-1.895712884,-0.650279291,-3.760802191,-2.303880061,0.07997369
20120223 17:00,-1.772552166,-1.135192765,-2.595459939,-3.815942972,0.17648717
20120223 18:00,-1.468345191,-1.783816344,-1.461976681,-5.037204793,0.18682454
20120223 19:00,-0.886205528,-2.276190026,-0.374788524,-5.842816293,0.07536886
20120223 20:00,-0.404647119,-2.455235001,0.316651197,-6.497375637,0.08749178
20120223 21:00,-0.168589075,-2.499996245,0.645694866,-6.851885799,0.14425336
20120223 22:00,0.209103795,-3.429206509,0.920478686,-6.246135826,0.18889202
20120223 23:00,0.729252563,-3.359163452,1.184310977,-5.027956702,0.12470632
20120224 0:00,1.452616516,-3.790612107,2.08233636,-5.297692695,0.17752091
20120224 1:00,2.131118599,-4.329897957,2.986809601,-5.991934817,0.23841744
20120224 2:00,2.632020524,-4.1591461,3.616487407,-5.711540106,0.39188046
20120224 3:00,2.378074897,-3.734593266,3.235469075,-5.083037862,0.35297434
20120224 4:00,1.892704815,-3.496185013,2.547397654,-4.743564849,0.21605112
20120224 5:00,1.617402904,-3.247753591,2.180004499,-4.406818528,0.34338877
20120224 6:00,1.285798064,-3.213388438,1.759083863,-4.42408757,0.48256741
20120224 7:00,0.902549846,-2.974980185,1.400449749,-4.604503615,0.48529273
20120224 8:00,0.305350497,-1.980180585,0.797535683,-4.558149871,0.30335494
20120224 9:00,-0.305827511,-2.401153716,0.016521094,-5.238004793,0.14914012
20120224 10:00,-0.754309467,-2.370010295,-0.884687018,-6.114181457,0.00354466
20120224 11:00,-0.963989343,-2.391488516,-1.686139373,-6.757226053,0
20120224 12:00,-0.936420322,-2.514630316,-1.858400535,-7.183498725,0.03392538
20120224 13:00,-0.806729436,-2.712587919,-1.549400993,-7.619769263,0.11897378
20120224 14:00,-0.755862651,-2.931665773,-1.394171302,-7.994689257,0.11596654
20120224 15:00,-0.850218595,-3.070200298,-1.535289203,-8.135113836,0.09378817
20120224 16:00,-0.85371326,-3.271379634,-1.587356842,-8.337343409,0.03673879
20120224 17:00,-0.782266784,-3.465399563,-1.414122454,-8.490492546,0.13231839
20120224 18:00,-0.713150084,-3.394163464,-1.275924233,-8.301896428,0.41556243
20120224 19:00,-0.643645088,-3.33903603,-1.136266173,-8.201917763,0.50521567
20120224 20:00,-0.562879507,-3.311114343,-0.950379834,-8.179195339,0.50014095
20120224 21:00,-0.508518057,-3.480076348,-0.747462025,-8.111482516,0.51489521
20120224 22:00,-0.682474695,-4.276918345,-0.95816565,-8.161471848,0.46912883
20120224 23:00,-0.640150424,-4.96959097,-0.843811489,-7.420266381,0.45287096
20120225 0:00,-0.094594451,-5.144280501,-0.046252042,-7.338920104,0.45926133
20120225 1:00,0.685045957,-5.185378482,1.048857389,-7.244899781,0.48557466
20120225 2:00,1.52303695,-5.566100183,2.151358731,-7.748783317,0.47937223
20120225 3:00,1.314726934,-5.193046592,1.835147274,-7.166410231,0.28258622
20120225 4:00,0.895183253,-5.120966351,1.255708852,-7.061757496,0.18626069
20120225 5:00,0.491354188,-5.085693041,0.716114769,-7.047706898,0.33925382
20120225 6:00,0.042574014,-4.924279309,0.107005031,-6.922705021,0.52955548
20120225 7:00,-0.341520419,-4.518252842,-0.441066571,-6.746830286,0.24057889
20120225 8:00,-0.650330881,-3.301323658,-1.117572585,-6.254574832,0.08749177
20120225 9:00,-0.894821057,-2.2661287,-1.923360764,-6.025889227,0.0275262
20120225 10:00,-1.216422485,-2.381150362,-2.657090031,-6.567564028,0
20120225 11:00,-1.287320981,-2.668704517,-2.869875757,-7.141216054,0
20120225 12:00,-1.232868012,-2.938622017,-2.720671424,-7.523004733,0.00806726
20120225 13:00,-1.20253515,-3.249947315,-2.524416859,-7.923689045,0.17329198
20120225 14:00,-1.160873147,-3.546319798,-2.281959817,-8.25508937,0.14434733
20120225 15:00,-1.142600339,-3.458136524,-2.211596409,-8.148014119,0.29358142
20120225 16:00,-1.074625492,-3.510663083,-2.072141222,-8.248790826,0.66055821
20120225 17:00,-0.97558687,-3.62606815,-1.837313946,-8.361680118,0.46912883
20120225 18:00,-1.089974651,-3.832340331,-1.964052855,-8.45034424,0.61150267
20120225 19:00,-1.338119389,-4.703437718,-2.323075784,-9.240084782,0.74062586
20120225 20:00,-0.698571095,-4.986007601,-0.991257553,-9.648521148,0.72070292
20120225 21:00,-0.495012009,-5.402002612,-0.600443928,-9.857826617,0.69551732
20120225 22:00,-0.781895101,-6.141975304,-1.028982512,-9.826333896,0.81514894
20120225 23:00,-0.216168953,-6.944443099,-0.213445187,-10.24688285,0.56178929
20120226 0:00,0.361617248,-7.041828107,0.647446865,-10.11703594,0.65726904
20120226 1:00,1.893466297,-6.501237471,2.746837474,-9.179189654,0.43426368
20120226 2:00,2.953413229,-5.946827931,4.031354558,-8.362505709,0
20120226 3:00,3.929499771,-5.225503633,5.611282258,-7.340706168,0.06530754
20120226 4:00,3.677918605,-4.439859936,5.334275818,-6.303253068,0
20120226 5:00,3.824674285,-3.72603299,5.469239773,-5.206964178,0
20120226 6:00,4.718916314,-2.881988858,6.701375742,-4.15115863,0.04725531
20120226 7:00,4.908408539,-0.524268571,7.513047081,-0.724108821,0.10891833
20120226 8:00,2.992521198,0.305175453,4.411707523,0.303628277,0.14303167
20120226 9:00,1.524964397,-0.145849533,3.257907277,-0.37433275,0.11840992
20120226 10:00,-0.679193029,-1.879316515,0.106074211,-3.683171201,0.00797622
20120226 11:00,-1.326691991,-2.123572391,-0.952401843,-4.160334854,0.00731546
20120226 12:00,-1.711724064,-0.783519153,-1.588997562,-2.424948945,0.05516399
20120226 13:00,-0.972301215,-0.680529196,-0.619710975,-2.247901798,0
20120226 14:00,0.785541547,-0.501381914,2.185274164,-1.69786813,0.00035828
20120226 15:00,0.023540901,-0.834027638,1.664766323,-1.226642034,0.01087774
20120226 16:00,-0.527196075,-0.432327345,0.046614566,-1.187238249,0.0830749
20120226 17:00,0.13844576,0.642950945,0.863004925,0.169223583,0.06287003
20120226 18:00,1.451989732,1.153954756,2.83083602,1.791795913,0.04031576
20120226 19:00,1.855971027,1.630233983,3.389567918,3.148797523,0.0330796
20120226 20:00,1.735018544,1.585249864,3.300378451,2.978227711,0.01945306
20120226 21:00,1.286284829,1.676796493,2.33014806,2.689446541,0
20120226 22:00,1.214922864,2.262379238,1.714787929,3.115331294,0
20120226 23:00,0.838357465,2.3807585,1.011654036,3.153115746,0
20120227 0:00,-0.048627415,1.767159329,-0.119023015,2.302965573,0.01155319
20120227 1:00,0.11926837,1.568078061,0.085232652,1.999732325,0.03909407
20120227 2:00,0.764737276,0.872265762,0.919343001,1.111914667,0.04379288
20120227 3:00,1.26119149,1.781387035,1.559665256,2.269442213,0.0559158
20120227 4:00,1.579220216,2.470508831,1.958839733,3.205015345,0.08448454
20120227 5:00,1.419617637,2.464211887,1.789698005,3.193076477,0.13607743
20120227 6:00,1.091001025,2.552369101,1.336398175,3.38138499,0.16990884
20120227 7:00,0.84198963,2.754658423,1.059972266,3.731953576,0.21633304
20120227 8:00,0.223186511,3.180095694,0.253891118,4.599692229,0.21934028
20120227 9:00,-0.928148063,2.938450473,-1.420611987,4.491699739,0.16323653
20120227 10:00,-1.559499788,2.546465716,-2.532114769,4.153070021,0.10807255
20120227 11:00,-1.402250073,2.419346162,-2.419514705,4.087948921,0.10280988
20120227 12:00,-1.040693371,2.210759896,-2.087513656,4.266489269,0.11944366
20120227 13:00,-1.172061587,1.925429626,-2.528248673,3.984840513,0.10177614
20120227 14:00,-1.074025605,1.8105104,-2.473640058,3.838860715,0.09829903
20120227 15:00,-1.081868483,1.78729042,-2.504568831,3.844830149,0.0645616
20120227 16:00,-0.889717958,1.870724926,-2.201080245,4.088491597,0.00639038
20120227 17:00,-0.827759218,2.169042643,-1.963798564,4.5644183,0.10985809
20120227 18:00,-1.040301227,2.611009391,-2.065283601,4.811335803,0.05544592
20120227 19:00,-1.179120178,2.803853298,-2.134390078,4.842268326,0.09425806
20120227 20:00,-1.383427164,2.987645347,-2.37892069,4.925297728,0.17441969
20120227 21:00,-1.906547165,3.899127974,-2.874264321,5.80226187,0.11963161
20120227 22:00,-2.091246955,4.070719694,-3.014893586,5.805517925,0.06700498
20120227 23:00,-2.069679039,4.015227876,-2.942887537,5.635117714,0.13946058
20120228 0:00,-2.001445996,4.054190217,-2.763114043,5.549917609,0.19030166
20120228 1:00,-1.710351443,3.814440201,-2.356207746,5.093374156,0.31669955
20120228 2:00,-1.30991359,3.289545662,-1.795908865,4.304486954,0.48538671
20120228 3:00,-1.259744838,3.281659099,-1.682949913,4.266819845,0.48125175
20120228 4:00,-1.171721483,3.975676588,-1.601462112,5.229718481,0.33117188
20120228 5:00,-1.168072847,4.373071702,-1.616635702,5.844063726,0.29282961
20120228 6:00,-1.474102231,4.324437901,-2.10443854,5.772973689,0.35663941
20120228 7:00,-1.667936044,4.674951784,-2.47984441,6.360792801,0.40052626
20120228 8:00,-1.587666042,4.93301763,-2.486588228,7.044105992,0.50249035
20120228 9:00,-1.39246399,4.542194651,-2.53098503,7.507252278,0.59843999
20120228 10:00,-2.210670721,3.969542595,-4.046658133,6.813859156,0.55803024
20120228 11:00,-2.819993012,3.130499987,-5.178495592,5.300277995,0.519688
20120228 12:00,-3.280633368,2.744934716,-5.71631508,4.451441732,0.47448548
20120228 13:00,-3.208116718,2.494755432,-5.774199518,4.182997264,0.33887792
20120228 14:00,-2.923066993,2.503956422,-5.503322827,4.396267375,0.39394793
20120228 15:00,-3.130127113,2.723027599,-5.652810793,4.694421113,0.38765153
20120228 16:00,-3.213133593,2.779986105,-5.798926851,4.790976237,0.4413119
20120228 17:00,-3.200819445,2.939469921,-5.702827444,5.012204188,0.41706605
20120228 18:00,-3.113252169,3.100268165,-5.564017189,5.341658763,0.32055257
20120228 19:00,-2.990110688,3.094134172,-5.318429816,5.360757579,0.39357202
20120228 20:00,-2.820449092,2.81635192,-5.175123683,5.027058823,0.37637439
20120228 21:00,-2.735162214,2.85359402,-5.107123518,5.054115479,0.29593082
20120228 22:00,-3.50593667,3.442895486,-5.193669182,4.968170807,0.28700309
20120228 23:00,-3.611291049,3.456916041,-5.154892229,4.811136099,0.55709049
20120229 0:00,-3.293403596,3.410034809,-4.618196711,4.658876094,0.6645052
20120229 1:00,-2.938199897,3.729754894,-4.12154798,4.983845345,0.5562447
20120229 2:00,-2.528416832,3.769534921,-3.543587853,5.009956375,0.50935061
20120229 3:00,-2.123844881,3.716952127,-2.973217102,4.958289869,0.523541
20120229 4:00,-1.921085168,3.023773732,-2.707588963,4.039403831,0.45277698
20120229 5:00,-1.67095169,2.574305155,-2.406932938,3.456627862,0.40541301
20120229 6:00,-1.46155965,2.39918159,-2.232377304,3.34329488,0.29790432
20120229 7:00,-1.280118131,2.091000694,-2.303600673,3.338294895,0.2960248
20120229 8:00,-0.731529935,1.866495027,-1.932888875,3.623849565,0.35504181
20120229 9:00,-0.318904444,1.903531603,-1.30180312,4.367736146,0.33756226
20120229 10:00,-0.055980049,2.226801475,-0.621094527,5.016623021,0.32008269
20120229 11:00,0.084720032,2.548242379,-0.162813013,5.184955832,0.41443473
20120229 12:00,0.013659385,2.586650681,-0.17915936,5.132178218,0.34686589
20120229 13:00,-0.485186358,2.462738184,-1.132501669,4.946067685,0.22751621
20120229 14:00,-0.736741049,2.351171213,-1.769425405,4.782734858,0.08636406
20120229 15:00,-1.108151364,2.188850415,-2.568645014,4.413847114,0.18898599
20120229 16:00,-1.082095794,2.433474716,-2.663220307,4.444402575,0.31237665
20120229 17:00,-0.742425901,2.518064428,-1.913039739,4.846067995,0.535382
20120229 18:00,-1.154577654,2.501603727,-2.301849279,4.816068088,0.65595337
20120229 19:00,-1.59041629,2.787379781,-3.141350957,5.006067499,0.7920308
20120229 20:00,-1.615050647,3.135797945,-3.520819727,5.790509509,0.88591296
20120229 21:00,-2.890826132,3.984438513,-4.311866163,5.942731259,0.87989848
20120229 22:00,-3.218652584,4.017817156,-5.003083122,6.07773084,0.72267643
20120229 23:00,-3.957683314,4.494720234,-6.039324763,6.813839667,0.85142372
20120301 0:00,-4.786724198,5.115654442,-7.398406757,7.73494792,0.90630578
20120301 1:00,-4.034047432,6.04474411,-6.38378574,9.214843773,0.92256365
20120301 2:00,-3.677471107,6.406834309,-5.993341688,9.741937174,0.91852268
20120301 3:00,-3.640096252,6.378634138,-5.699882936,9.76592712,0.89841177
20120301 4:00,-3.889598666,6.344793932,-6.068427082,9.673394469,0.90733951
20120301 5:00,-4.086574256,6.259065412,-6.067175659,9.209360356,0.93384079
20120301 6:00,-3.974954755,6.316593761,-5.858187977,9.190853826,0.9641011
20120301 7:00,-3.816869217,6.244965326,-5.734922787,9.153155338,0.968518
20120301 8:00,-3.712320635,6.116372545,-5.769962638,9.205933221,0.93252512
20120301 9:00,-3.254226122,5.493148761,-5.557846398,8.967404608,0.88196596
20120301 10:00,-2.999167986,5.283903491,-5.304433191,8.907772455,0.8790527
20120301 11:00,-2.947146227,5.027281933,-5.268767628,8.612353397,0.84315384
20120301 12:00,-2.944620899,4.653347662,-5.348233004,8.09348512,0.82332486
20120301 13:00,-3.03098712,4.379241998,-5.539700761,7.669891204,0.75180902
20120301 14:00,-3.040078301,4.184660817,-5.62417183,7.397091238,0.8321586
20120301 15:00,-3.097150715,4.12092843,-5.718028573,7.271658088,0.78545247
20120301 16:00,-3.055230269,3.992335649,-5.708642899,7.112639013,0.6995583
20120301 17:00,-3.007754101,3.667469677,-5.723659978,6.604052142,0.56808568
20120301 18:00,-3.108262159,3.351627759,-6.044650041,6.122196926,0.59759421
20120301 19:00,-3.267862893,3.008149673,-6.490782428,5.56631559,0.69110045
20120301 20:00,-3.623429086,2.843460674,-7.144025362,5.211264378,0.62447137
20120301 21:00,-4.442140449,2.850792718,-7.903639272,4.774647348,0.66046423
20120301 22:00,-7.058380336,3.1937068,-10.64363047,4.721869465,0.71403062
20120301 23:00,-7.256871123,3.21513893,-10.64738474,4.642359927,0.74504274
20120302 0:00,-7.494251962,3.142946492,-10.91080933,4.462092613,0.74363311
20120302 1:00,-6.915685931,2.692919144,-10.22150228,3.929213632,0.86880929
20120302 2:00,-6.822338735,2.150749991,-10.08874305,3.160897775,0.90940699
20120302 3:00,-6.115433081,2.214759871,-9.241343682,3.258994658,0.84456347
20120302 4:00,-5.897779317,2.447274392,-9.052091156,3.575669831,0.75613192
20120302 5:00,-6.55074061,2.71589705,-9.643010983,3.854818009,0.93177332
20120302 6:00,-6.391252938,1.911670354,-9.298966839,2.665146413,0.95883842
20120302 7:00,-6.219100068,0.635302409,-9.152084282,0.932979302,0.91391784
20120302 8:00,-5.056716386,0.066872792,-7.822797139,-0.008487429,0.89897564
20120302 9:00,-3.968447564,0.922526228,-7.047709184,1.181842535,0.58396766
20120302 10:00,-4.049129563,0.918149484,-7.593434377,1.335900728,0.30955736
20120302 11:00,-4.423456511,0.495793696,-7.859517779,0.574826923,0.34714781
20120302 12:00,-4.283670257,0.240848363,-7.370850809,-0.001903746,0.21097641
20120302 13:00,-4.213308049,0.125411742,-7.201370936,-0.239574718,0.13015694
20120302 14:00,-4.320258605,0.326194869,-7.236396776,0.077758824,0.13156658
20120302 15:00,-4.3657595,0.447649513,-7.169734693,0.215357807,0.15224133
20120302 16:00,-4.174843375,0.395128586,-7.047709184,0.100801716,0.20251856
20120302 17:00,-4.089939643,-0.025038831,-6.871450115,-0.728742397,0.20872098
20120302 18:00,-3.971262052,-0.488973686,-6.665249602,-1.543802406,0.24283432
20120302 19:00,-3.920601262,-0.969321331,-6.643217218,-2.342403206,0.19781975
20120302 20:00,-3.891049134,-1.406448631,-6.566386342,-2.980362131,0.15966544
20120302 21:00,-3.850708135,-1.595195712,-6.46695815,-3.23910089,0.14697867
20120302 22:00,-3.858682519,-1.810203257,-6.317250928,-3.438586498,0.12630392
20120302 23:00,-3.80520724,-1.921810227,-6.209913675,-3.693375046,0.15383892
20120303 0:00,-3.74422666,-2.070072428,-5.909934298,-3.707200782,0.09839301
20120303 1:00,-3.734695696,-3.848600422,-5.317668825,-5.668448368,0.15412085
20120303 2:00,-3.901294639,-4.899605481,-5.524630168,-6.989857769,0.12630392
20120303 3:00,-3.375374307,-3.787392064,-4.980531797,-5.691440509,0.10111831
20120303 4:00,-3.658789668,-5.178443558,-5.1844937,-7.314302416,0.09905084
20120303 5:00,-3.590769982,-4.64117019,-5.198891011,-6.751633648,0.07931585
20120303 6:00,-3.023446362,-3.231285355,-4.588205077,-4.872664843,0.08598816
20120303 7:00,-1.971605698,-2.548053595,-2.95950929,-3.845043903,0.08720985
20120303 8:00,-1.587639495,-2.635419371,-2.420210023,-4.057721201,0.07452307
20120303 9:00,-1.207616463,-2.211669198,-2.033282294,-3.979803392,0.05347242
20120303 10:00,-1.021794565,-2.347687772,-1.658352325,-4.071771954,0.00892773
20120303 11:00,-0.923708205,-2.548576743,-1.480185603,-4.543749502,0.00036122
20120303 12:00,-0.114865408,-2.692965691,-0.29840634,-4.941002594,0.00101905
20120303 13:00,0.650602517,-2.759405533,1.164720372,-5.107695612,0.09200263
20120303 14:00,1.447615803,-2.928905602,2.408887982,-5.02658445,0.16304858
20120303 15:00,1.814330636,-2.764637016,3.310519572,-4.859252761,0.16737149
20120303 16:00,2.095281516,-2.412035021,3.922405282,-4.01045958,0.15797387
20120303 17:00,2.421578855,-1.719386589,4.507895922,-2.551736007,0.15910159
20120303 18:00,3.235843511,-1.212455827,5.860043363,-1.603948888,0.21633305
20120303 19:00,3.444338638,-0.854099199,6.065804931,-1.244377359,0.16380039
20120303 20:00,3.363996544,-1.06440484,5.935029357,-1.623109005,0.13166056
20120303 21:00,4.01264805,-1.26895585,6.538516636,-1.766809882,0.14265576
20120303 22:00,4.42076617,-1.605340247,6.622500949,-2.040160884,0.26341509
20120303 23:00,3.89336715,-1.815645888,6.777871928,-2.690966191,0.27788741
20120304 0:00,4.926970651,-1.932831121,7.19299439,-2.728009084,0.41800582
20120304 1:00,5.613798249,-1.568640468,8.045105312,-2.191425563,0.78582839
20120304 2:00,6.01271574,-1.573226353,8.463280062,-2.192663708,0.86796352
20120304 3:00,6.593305845,-1.524310244,9.240262286,-2.173472458,0.83723332
20120304 4:00,6.723313987,-1.488132705,9.461587651,-2.137566249,0.74626443
20120304 5:00,6.852898649,-1.629276061,9.994851591,-2.329478747,0.72145474
20120304 6:00,6.757615809,-1.50545716,9.913091397,-2.178425039,0.65163047
20120304 7:00,6.664873845,-0.582675141,10.0536981,-0.81089372,0.54825673
20120304 8:00,5.618880001,0.403290185,9.042892136,0.763407839,0.44309744
20120304 9:00,5.161522369,1.609887545,8.745534998,2.792727741,0.28371393
20120304 10:00,4.293813305,2.067456984,7.361340124,3.686668539,0.15167747
20120304 11:00,3.664099603,2.045546643,6.111502766,3.580807129,0.18062212
20120304 12:00,3.17116971,1.887078831,5.414718439,3.432229711,0.13090875
20120304 13:00,2.919199533,1.781093928,4.930927228,3.246507938,0.13062682
20120304 14:00,2.801048812,1.437662077,4.678355929,2.786537015,0.10948219
20120304 15:00,2.744726066,1.506959899,4.735640141,2.866397377,0.15647025
20120304 16:00,2.775216575,1.664918168,4.598158032,2.982783021,0.24198853
20120304 17:00,2.289062351,1.416770822,4.086245481,2.74691637,0.33652852
20120304 18:00,2.19462647,1.613454345,3.768578485,3.01621294,0.2251668
20120304 19:00,2.454642753,1.864658947,3.860753991,3.206268221,0.19913542
20120304 20:00,2.317858943,1.530908411,3.970635525,2.941924231,0.08204116
20120304 21:00,2.952654397,1.979306078,4.609094109,3.331939954,0.12564609
20120304 22:00,3.482850467,3.177241211,5.01060436,4.646231031,0.12583404
20120304 23:00,3.325739651,3.350485765,4.710643394,4.774998127,0.04106757
20120305 0:00,3.163123604,3.515577633,4.429429989,4.877145102,0.04633023
20120305 1:00,2.861583226,3.685025146,4.003660814,4.992285619,0.12921718
20120305 2:00,2.741291075,3.058267895,3.701410709,4.241377587,0.09651348
20120305 3:00,2.89782846,3.055643283,3.930311416,4.229572919,0.09717132
20120305 4:00,2.853703828,3.51390047,3.906915488,4.836857493,0.11277135
20120305 5:00,2.770707496,3.76953764,3.832933767,5.217885935,0.13297622
20120305 6:00,2.335764695,3.754839815,3.24740323,5.186406821,0.10844845
20120305 7:00,1.964382376,3.624659079,2.771264466,5.11623463,0.07170379
20120305 8:00,1.448544417,3.216794436,2.22051166,4.941132058,0.0814773
20120305 9:00,1.195353076,3.365872375,1.914467621,5.532677075,0.08185321
20120305 10:00,0.794029042,3.257738377,1.334627985,5.660560976,0.01841932
20120305 11:00,0.60544877,2.905515499,0.939426488,4.827676085,0.02264237
20120305 12:00,0.55029298,2.182697462,1.00329105,4.432875531,0
20120305 13:00,0.622258154,1.954881175,1.222706921,4.432875531,0
20120305 14:00,0.91537178,2.237814306,1.597041779,4.526001243,0
20120305 15:00,0.605974063,1.707642761,1.235985691,4.121363465,0
20120305 16:00,0.684242756,1.634678559,1.426314732,4.318107927,0.00307772
20120305 17:00,0.719962696,1.466703416,1.55783779,3.864284034,0.02405789
20120305 18:00,0.789826697,1.301352884,1.705168908,3.539655671,0.00195882
20120305 19:00,0.940060563,1.243611429,2.009948303,3.253064571,0.05901407
20120305 20:00,1.277298821,1.717616285,2.126927946,3.474729999,0.13025091
20120305 21:00,1.388660988,3.413640306,2.008051335,5.160830041,0.01050477
20120305 22:00,0.982609315,4.459285571,1.411138994,6.519022646,0.01982896
20120305 23:00,0.797706095,4.55849589,1.086757606,6.387203857,0.22629451
20120306 0:00,0.422646723,5.35900243,0.5783704,7.46667514,0.09078094
20120306 1:00,0.833912121,5.417981435,1.111814424,7.811216327,0.3440466
20120306 2:00,1.046728246,5.074435993,1.426682768,7.297217415,0.43792876
20120306 3:00,1.010570167,4.733327043,1.418545017,6.729823638,0.5042759
20120306 4:00,0.563759613,4.478469928,0.778166657,6.278607698,0.55060613
20120306 5:00,0.480079486,5.382895943,0.644206765,7.501408764,0.5617893
20120306 6:00,0.232654913,5.632392775,0.299917324,7.998978487,0.43125646
20120306 7:00,-0.180063737,5.8190281,-0.314795824,8.370395509,0.43877454
20120306 8:00,-0.944032303,5.582688328,-1.519182887,8.471904427,0.42965886
20120306 9:00,-1.567500902,5.156789439,-2.709798372,8.484226318,0.36312375
20120306 10:00,-2.056668063,4.847842191,-3.473494951,7.875172813,0.23663189
20120306 11:00,-2.477134874,4.651948194,-4.192746892,7.609958762,0.20514989
20120306 12:00,-2.630031896,4.234820678,-4.414344096,6.891768501,0.21435955
20120306 13:00,-2.804623765,3.979476264,-4.70605115,6.466956615,0.25270181
20120306 14:00,-2.530338905,3.465376347,-4.611528049,6.098473376,0.4479842
20120306 15:00,-2.196134942,3.046786936,-4.314813149,5.761675002,0.42636969
20120306 16:00,-1.703351972,2.482495273,-3.973027631,5.441305817,0.22535476
20120306 17:00,-1.55820311,2.046363116,-3.970523708,4.86687096,0.39592143
20120306 18:00,-1.594877734,1.732055584,-4.139538524,4.188580157,0.23757165
20120306 19:00,-2.090759967,1.663346495,-4.856286543,3.588328003,0.29217178
20120306 20:00,-3.108868177,1.534212393,-5.9467451,2.624873421,0.28822478
20120306 21:00,-5.041259255,1.521542632,-8.694800821,2.434764234,0.26529461
20120306 22:00,-5.328974259,1.554191632,-8.078209731,2.250522615,0.23522225
