Index,Arrival_Time,Creation_Time,x,y,z
106024,1425047392406,1785098488000,-0.16160862,-0.6691794,9.370906
106025,1425047392416,1785108382000,-0.16998832,-0.66498953,9.363723
106026,1425047392426,1785118422000,-0.16639702,-0.6727707,9.376292
106027,1425047392435,1785128252000,-0.16519992,-0.6691794,9.372103
106028,1425047392445,1785138334000,-0.17178397,-0.66020113,9.394249
106029,1425047392455,1785148054000,-0.1400608,-0.6745663,9.378687
106030,1425047392465,1785158159000,-0.16400282,-0.65780693,9.390657
106031,1425047392475,1785168013000,-0.15622166,-0.6793547,9.414599
106032,1425047392485,1785178059000,-0.14963761,-0.6655881,9.368511
106033,1425047392495,1785187908000,-0.17118542,-0.66738373,9.384672
106034,1425047392505,1785198074000,-0.16280572,-0.65182143,9.400833
106035,1425047392515,1785207797000,-0.1592144,-0.6781576,9.395446
106036,1425047392525,1785217831000,-0.17417817,-0.6607997,9.346365
106037,1425047392535,1785227688000,-0.14724341,-0.670975,9.364322
106038,1425047392545,1785237746000,-0.17597382,-0.65780693,9.36492
106039,1425047392555,1785247605000,-0.15203181,-0.6512229,9.401431
106040,1425047392565,1785257769000,-0.16579847,-0.6703765,9.3583355
106041,1425047392575,1785267491000,-0.15682021,-0.65660983,9.398438
106042,1425047392585,1785277544000,-0.16101007,-0.6697779,9.351153
106043,1425047392595,1785287395000,-0.15981296,-0.6757634,9.377489
106044,1425047392605,1785297425000,-0.16220717,-0.65182143,9.3738985
106045,1425047392615,1785307282000,-0.16340427,-0.6787562,9.371504
106046,1425047392625,1785317453000,-0.14844051,-0.6697779,9.332599
106047,1425047392634,1785327176000,-0.16519992,-0.6787562,9.383475
106048,1425047392645,1785337226000,-0.15143326,-0.66259533,9.371504
106049,1425047392654,1785347088000,-0.17357962,-0.6596026,9.387665
106050,1425047392664,1785357122000,-0.15741876,-0.6464345,9.342773
106051,1425047392674,1785366974000,-0.1604115,-0.664391,9.378088
106052,1425047392685,1785377147000,-0.15143326,-0.65900403,9.3661175
106053,1425047392694,1785386871000,-0.15741876,-0.6667852,9.348759
106054,1425047392704,1785396905000,-0.16998832,-0.6811504,9.368511
106055,1425047392714,1785406764000,-0.1604115,-0.6745663,9.348161
106056,1425047392724,1785416799000,-0.16160862,-0.6655881,9.354745
106057,1425047392734,1785426660000,-0.17956513,-0.66379243,9.345766
106058,1425047392744,1785436836000,-0.16579847,-0.66618663,9.375694
106059,1425047392754,1785446572000,-0.17298107,-0.66498953,9.3421755
106060,1425047392764,1785456604000,-0.1592144,-0.65900403,9.364322
106061,1425047392774,1785466464000,-0.15322891,-0.6667852,9.333197
106062,1425047392784,1785476534000,-0.15682021,-0.6560113,9.335591
106063,1425047392794,1785486362000,-0.15203181,-0.6452374,9.344569
106064,1425047392804,1785496528000,-0.14903906,-0.6691794,9.355343
106065,1425047392814,1785506249000,-0.16280572,-0.65780693,9.35235
106066,1425047392824,1785516294000,-0.15502456,-0.6745663,9.372701
106067,1425047392834,1785526153000,-0.17537527,-0.6548142,9.39365
106068,1425047392844,1785536221000,-0.16819267,-0.6679823,9.348759
106069,1425047392853,1785546054000,-0.15741876,-0.66020113,9.352949
106070,1425047392864,1785556217000,-0.16519992,-0.6751649,9.348161
106071,1425047392873,1785566084000,-0.17717093,-0.6769605,9.330803
106072,1425047392884,1785576053000,-0.15622166,-0.6464345,9.361927
106073,1425047392893,1785585849000,-0.15861586,-0.682946,9.38168
106074,1425047392903,1785595876000,-0.15083471,-0.6781576,9.367314
106075,1425047392913,1785605749000,-0.1604115,-0.6572084,9.338584
106076,1425047392923,1785616015000,-0.17477672,-0.664391,9.362526
106077,1425047392933,1785625743000,-0.15442601,-0.66259533,9.351752
106078,1425047392943,1785635792000,-0.16699557,-0.66498953,9.362526
106079,1425047392953,1785645754000,-0.15801731,-0.66618663,9.353547
106080,1425047392963,1785655763000,-0.15562311,-0.65900403,9.3583355
106081,1425047392973,1785665468000,-0.17477672,-0.6572084,9.380483
106082,1425047392983,1785675854000,-0.16460137,-0.66618663,9.3733
106083,1425047392993,1785685383000,-0.16819267,-0.6631939,9.355942
106084,1425047393003,1785695386000,-0.17238252,-0.6422446,9.389461
106085,1425047393013,1785705250000,-0.14664486,-0.6619968,9.391854
106086,1425047393023,1785715288000,-0.16519992,-0.6619968,9.352949
106087,1425047393033,1785725196000,-0.15861586,-0.6536171,9.355343
106088,1425047393043,1785735345000,-0.17836803,-0.64942724,9.378687
106089,1425047393053,1785745171000,-0.16699557,-0.6697779,9.375095
106090,1425047393063,1785755199000,-0.1352724,-0.6607997,9.387066
106091,1425047393072,1785764929000,-0.15861586,-0.6584055,9.357139
106092,1425047393082,1785774964000,-0.15382746,-0.66618663,9.36911
106093,1425047393092,1785784833000,-0.16998832,-0.65062433,9.366715
106094,1425047393102,1785795009000,-0.17298107,-0.6697779,9.351752
106095,1425047393112,1785804723000,-0.15263036,-0.6727707,9.335591
106096,1425047393122,1785815229000,-0.15861586,-0.66738373,9.348759
106097,1425047393132,1785824630000,-0.16759412,-0.66498953,9.368511
106098,1425047393142,1785834657000,-0.14724341,-0.6835446,9.348759
106099,1425047393151,1785844521000,-0.15442601,-0.6488287,9.355942
106100,1425047393162,1785854676000,-0.16460137,-0.6596026,9.386468
106101,1425047393171,1785864409000,-0.15682021,-0.64703304,9.378088
106102,1425047393181,1785874447000,-0.16699557,-0.6548142,9.391854
106103,1425047393191,1785884299000,-0.16340427,-0.6871359,9.337387
106104,1425047393201,1785894335000,-0.15322891,-0.6739678,9.396045
106105,1425047393211,1785904193000,-0.17537527,-0.66139823,9.391854
106106,1425047393221,1785914367000,-0.15322891,-0.6727707,9.358934
106107,1425047393231,1785924092000,-0.16340427,-0.6536171,9.370906
106108,1425047393241,1785934122000,-0.15861586,-0.66139823,9.3661175
106109,1425047393251,1785943991000,-0.14544775,-0.66738373,9.368511
106110,1425047393261,1785954027000,-0.15502456,-0.65421563,9.369708
106111,1425047393271,1785963881000,-0.16280572,-0.64823014,9.366715
106112,1425047393281,1785974053000,-0.17058687,-0.6607997,9.391256
106113,1425047393291,1785983776000,-0.16220717,-0.6727707,9.36911
106114,1425047393301,1785993805000,-0.18195933,-0.6500258,9.328408
106115,1425047393314,1786003852000,-0.16101007,-0.66139823,9.390059
106116,1425047393321,1786013764000,-0.17537527,-0.66858083,9.352949
106117,1425047393331,1786023589000,-0.15861586,-0.64583594,9.34038
106118,1425047393341,1786033751000,-0.16400282,-0.6488287,9.388862
106119,1425047393350,1786043468000,-0.16819267,-0.6302736,9.348161
106120,1425047393360,1786053508000,-0.16101007,-0.6596026,9.372103
106121,1425047393370,1786063355000,-0.16519992,-0.6817489,9.372701
106122,1425047393380,1786073392000,-0.16998832,-0.6697779,9.36911
106123,1425047393390,1786083253000,-0.15083471,-0.6733692,9.378687
106124,1425047393400,1786093418000,-0.17178397,-0.6572084,9.394249
106125,1425047393410,1786103142000,-0.15442601,-0.66379243,9.390059
106126,1425047393420,1786113179000,-0.14844051,-0.6745663,9.361927
106127,1425047393430,1786123036000,-0.16519992,-0.6751649,9.412804
106128,1425047393440,1786133073000,-0.15382746,-0.6769605,9.3822775
106129,1425047393450,1786142935000,-0.16101007,-0.688333,9.3260145
106130,1425047393460,1786153103000,-0.15981296,-0.66738373,9.340978
106131,1425047393470,1786162825000,-0.14664486,-0.6703765,9.351752
106132,1425047393480,1786172857000,-0.14604631,-0.6721721,9.333796
106133,1425047393490,1786182725000,-0.16639702,-0.6715736,9.359533
106134,1425047393500,1786192754000,-0.17298107,-0.64463884,9.38168
106135,1425047393509,1786202617000,-0.17657238,-0.66259533,9.370906
106136,1425047393520,1786212781000,-0.14305355,-0.6715736,9.357738
106137,1425047393529,1786222510000,-0.15741876,-0.65242,9.312846
106138,1425047393539,1786232554000,-0.15442601,-0.66379243,9.332599
106139,1425047393550,1786242392000,-0.15861586,-0.6769605,9.365519
106140,1425047393560,1786252440000,-0.16101007,-0.6631939,9.370906
106141,1425047393569,1786262294000,-0.16101007,-0.6781576,9.371504
106142,1425047393580,1786272459000,-0.15502456,-0.65660983,9.38168
106143,1425047393589,1786282184000,-0.15622166,-0.6733692,9.376891
106144,1425047393600,1786292221000,-0.17836803,-0.6877344,9.383475
106145,1425047393609,1786302078000,-0.16579847,-0.6769605,9.375694
106146,1425047393619,1786312111000,-0.14844051,-0.6835446,9.361329
106147,1425047393629,1786321972000,-0.18195933,-0.66139823,9.358934
106148,1425047393639,1786332138000,-0.17238252,-0.66618663,9.334992
106149,1425047393650,1786342093000,-0.17417817,-0.6697779,9.393052
106150,1425047393660,1786352137000,-0.17597382,-0.676362,9.354745
106151,1425047393670,1786361980000,-0.17058687,-0.66139823,9.375095
106152,1425047393680,1786372014000,-0.14963761,-0.6697779,9.349358
106153,1425047393690,1786381872000,-0.16160862,-0.66379243,9.357139
106154,1425047393700,1786392048000,-0.1400608,-0.66139823,9.375095
106155,1425047393710,1786401772000,-0.15981296,-0.6775591,9.371504
106156,1425047393720,1786411800000,-0.14903906,-0.6697779,9.354146
106157,1425047393730,1786421658000,-0.16340427,-0.66020113,9.342773
106158,1425047393739,1786431695000,-0.15741876,-0.6703765,9.40203
106159,1425047393750,1786441555000,-0.16519992,-0.6775591,9.36911
106160,1425047393759,1786451725000,-0.15203181,-0.6691794,9.405023
106161,1425047393770,1786461450000,-0.15322891,-0.6512229,9.3421755
106162,1425047393780,1786471491000,-0.1340753,-0.66259533,9.385271
106163,1425047393790,1786481349000,-0.1604115,-0.6715736,9.369708
106164,1425047393800,1786491380000,-0.16579847,-0.6721721,9.348759
106165,1425047393809,1786501244000,-0.1448492,-0.66139823,9.371504
106166,1425047393820,1786511414000,-0.17058687,-0.6584055,9.354146
106167,1425047393830,1786521447000,-0.16340427,-0.6536171,9.3733
106168,1425047393839,1786531193000,-0.15382746,-0.6548142,9.402629
106169,1425047393849,1786541267000,-0.16101007,-0.66858083,9.375694
106170,1425047393859,1786551275000,-0.17717093,-0.6548142,9.38168
106171,1425047393869,1786560936000,-0.15801731,-0.6422446,9.367912
106172,1425047393880,1786571539000,-0.1604115,-0.65301853,9.333796
106173,1425047393888,1786580956000,-0.16280572,-0.6775591,9.36073
106174,1425047393899,1786590962000,-0.14844051,-0.65780693,9.3738985
106175,1425047393909,1786600936000,-0.17657238,-0.65660983,9.364322
106176,1425047393919,1786610964000,-0.1436521,-0.66020113,9.388264
106177,1425047393929,1786620847000,-0.17058687,-0.6691794,9.352949
106178,1425047393938,1786630958000,-0.18614918,-0.65421563,9.326612
106179,1425047393949,1786640511000,-0.16519992,-0.65062433,9.361329
106180,1425047393959,1786650565000,-0.15741876,-0.66738373,9.36492
106181,1425047393969,1786660426000,-0.17178397,-0.65780693,9.36492
106182,1425047393978,1786670458000,-0.1592144,-0.66498953,9.345168
106183,1425047393989,1786680376000,-0.16160862,-0.6619968,9.375694
106184,1425047393999,1786690490000,-0.19033903,-0.65900403,9.354146
106185,1425047394008,1786700375000,-0.15562311,-0.6799533,9.351752
106186,1425047394019,1786710376000,-0.16400282,-0.66379243,9.362526
106187,1425047394029,1786720396000,-0.14784196,-0.6715736,9.346964
106188,1425047394039,1786730376000,-0.13467385,-0.65421563,9.367314
106189,1425047394047,1786739985000,-0.15083471,-0.6560113,9.409213
106190,1425047394058,1786750403000,-0.1592144,-0.6560113,9.374496
106191,1425047394067,1786759926000,-0.15741876,-0.66379243,9.345766
106192,1425047394077,1786769953000,-0.16340427,-0.664391,9.325416
106193,1425047394087,1786779814000,-0.15741876,-0.6739678,9.367314
106194,1425047394097,1786789852000,-0.15622166,-0.6703765,9.367314
106195,1425047394107,1786799711000,-0.15622166,-0.6572084,9.361927
106196,1425047394118,1786810393000,-0.17477672,-0.66618663,9.363124
106197,1425047394127,1786819603000,-0.15682021,-0.6596026,9.39365
106198,1425047394137,1786829640000,-0.17178397,-0.6781576,9.363723
106199,1425047394147,1786839482000,-0.18136078,-0.6572084,9.324817
106200,1425047394157,1786849527000,-0.15622166,-0.65900403,9.356541
106201,1425047394167,1786859386000,-0.16400282,-0.6667852,9.378088
106202,1425047394177,1786869553000,-0.15981296,-0.6775591,9.3733
106203,1425047394187,1786879280000,-0.17657238,-0.641646,9.364322
106204,1425047394203,1786889704000,-0.17178397,-0.6679823,9.361329
106205,1425047394210,1786899530000,-0.15382746,-0.6607997,9.350554
106206,1425047394218,1786909360000,-0.15861586,-0.6739678,9.356541
106207,1425047394229,1786919294000,-0.15502456,-0.6500258,9.330803
106208,1425047394238,1786929445000,-0.15502456,-0.6739678,9.3738985
106209,1425047394246,1786938821000,-0.16220717,-0.6607997,9.358934
106210,1425047394258,1786948781000,-0.16639702,-0.6727707,9.339182
106211,1425047394266,1786958643000,-0.16460137,-0.6655881,9.381081
106212,1425047394276,1786968605000,-0.17417817,-0.64942724,9.368511
106213,1425047394285,1786978360000,-0.17118542,-0.6500258,9.358934
106214,1425047394295,1786988505000,-0.16639702,-0.65242,9.36492
106215,1425047394305,1786998218000,-0.15502456,-0.6596026,9.36492
106216,1425047394315,1787008259000,-0.16879122,-0.6859388,9.352949
106217,1425047394325,1787018114000,-0.15562311,-0.65541273,9.388264
106218,1425047394335,1787028151000,-0.15203181,-0.6667852,9.397242
106219,1425047394345,1787038151000,-0.16998832,-0.6853402,9.348161
106220,1425047394356,1787048327000,-0.15981296,-0.6967127,9.35235
106221,1425047394365,1787058042000,-0.15263036,-0.65421563,9.372701
106222,1425047394375,1787068078000,-0.15442601,-0.641646,9.355942
106223,1425047394385,1787077936000,-0.16280572,-0.64942724,9.336788
106224,1425047394395,1787087969000,-0.17417817,-0.65660983,9.381081
106225,1425047394405,1787097827000,-0.16280572,-0.641646,9.368511
106226,1425047394415,1787108001000,-0.14903906,-0.6500258,9.384073
106227,1425047394425,1787117721000,-0.15562311,-0.65242,9.381081
106228,1425047394435,1787127762000,-0.17357962,-0.66379243,9.357738
106229,1425047394445,1787137622000,-0.15622166,-0.6715736,9.339182
106230,1425047394455,1787147663000,-0.16938977,-0.6596026,9.38168
106231,1425047394465,1787157519000,-0.17178397,-0.6512229,9.3738985
106232,1425047394475,1787167687000,-0.17058687,-0.6536171,9.375694
106233,1425047394485,1787177414000,-0.15203181,-0.6745663,9.345766
106234,1425047394495,1787187450000,-0.15502456,-0.65900403,9.358934
106235,1425047394504,1787197308000,-0.16101007,-0.64583594,9.367912
106236,1425047394515,1787207339000,-0.15622166,-0.64583594,9.351153
106237,1425047394524,1787217203000,-0.1592144,-0.6781576,9.382876
106238,1425047394535,1787227377000,-0.18016368,-0.6386533,9.380483
106239,1425047394545,1787237159000,-0.14903906,-0.6721721,9.355343
106240,1425047394554,1787247199000,-0.15861586,-0.6769605,9.361329
106241,1425047394564,1787257061000,-0.16579847,-0.6655881,9.346964
106242,1425047394574,1787267089000,-0.16160862,-0.6787562,9.341577
106243,1425047394584,1787276938000,-0.15801731,-0.6548142,9.359533
106244,1425047394594,1787287116000,-0.142455,-0.66498953,9.3738985
106245,1425047394604,1787296833000,-0.14963761,-0.66498953,9.354146
106246,1425047394614,1787306870000,-0.15203181,-0.65660983,9.361927
106247,1425047394624,1787316723000,-0.15682021,-0.6512229,9.3733
106248,1425047394634,1787326763000,-0.14903906,-0.6751649,9.330803
106249,1425047394644,1787336623000,-0.15442601,-0.6679823,9.375694
106250,1425047394654,1787346798000,-0.16579847,-0.6464345,9.332599
106251,1425047394664,1787356523000,-0.15263036,-0.64942724,9.355343
106252,1425047394674,1787366558000,-0.15861586,-0.6512229,9.379285
106253,1425047394684,1787376417000,-0.17178397,-0.6793547,9.347562
106254,1425047394694,1787386443000,-0.15382746,-0.66139823,9.364322
106255,1425047394704,1787396303000,-0.17238252,-0.6727707,9.369708
106256,1425047394714,1787406473000,-0.16998832,-0.66020113,9.372103
106257,1425047394723,1787416202000,-0.18914193,-0.6584055,9.36073
106258,1425047394733,1787426235000,-0.17118542,-0.65541273,9.342773
106259,1425047394743,1787436190000,-0.15622166,-0.66020113,9.36492
106260,1425047394753,1787446141000,-0.16340427,-0.64703304,9.3738985
106261,1425047394763,1787455995000,-0.16519992,-0.65182143,9.334992
106262,1425047394773,1787466163000,-0.18016368,-0.6596026,9.339182
106263,1425047394783,1787475928000,-0.17118542,-0.6703765,9.367912
106264,1425047394793,1787486082000,-0.17657238,-0.6769605,9.378687
106265,1425047394803,1787495800000,-0.18435353,-0.664391,9.353547
106266,1425047394813,1787505813000,-0.15682021,-0.66139823,9.3822775
106267,1425047394823,1787515812000,-0.17058687,-0.6512229,9.36911
106268,1425047394833,1787525841000,-0.16938977,-0.6560113,9.331401
106269,1425047394843,1787535572000,-0.16819267,-0.6667852,9.366715
106270,1425047394853,1787545772000,-0.16998832,-0.65780693,9.34038
106271,1425047394863,1787555468000,-0.16759412,-0.65780693,9.372103
106272,1425047394873,1787565498000,-0.16101007,-0.65182143,9.363723
106273,1425047394883,1787575360000,-0.14305355,-0.6631939,9.3978405
106274,1425047394893,1787585531000,-0.15322891,-0.6679823,9.342773
106275,1425047394902,1787595256000,-0.15801731,-0.6697779,9.341577
106276,1425047394913,1787605284000,-0.16579847,-0.6667852,9.340978
106277,1425047394922,1787615226000,-0.17657238,-0.6655881,9.333796
106278,1425047394932,1787625228000,-0.15981296,-0.64463884,9.339781
106279,1425047394943,1787635235000,-0.15861586,-0.66858083,9.347562
106280,1425047394952,1787645228000,-0.17118542,-0.6697779,9.352949
106281,1425047394962,1787654942000,-0.15682021,-0.6697779,9.3738985
106282,1425047394972,1787664973000,-0.16460137,-0.6452374,9.385869
106283,1425047394982,1787674832000,-0.18315643,-0.65780693,9.357738
106284,1425047394992,1787684869000,-0.16460137,-0.66498953,9.351153
106285,1425047395002,1787694727000,-0.15382746,-0.6560113,9.39365
106286,1425047395012,1787704894000,-0.15682021,-0.65780693,9.363124
106287,1425047395021,1787714619000,-0.16340427,-0.66618663,9.359533
106288,1425047395032,1787724653000,-0.16938977,-0.65660983,9.337985
106289,1425047395041,1787734514000,-0.15622166,-0.6584055,9.34397
106290,1425047395051,1787744562000,-0.17357962,-0.6811504,9.351153
106291,1425047395061,1787754411000,-0.1448492,-0.65780693,9.342773
106292,1425047395071,1787764581000,-0.15203181,-0.65421563,9.357139
106293,1425047395081,1787774310000,-0.1604115,-0.6715736,9.348161
106294,1425047395091,1787784334000,-0.15263036,-0.6697779,9.348759
106295,1425047395101,1787794195000,-0.15981296,-0.6584055,9.372103
106296,1425047395112,1787804605000,-0.1400608,-0.6739678,9.32362
106297,1425047395121,1787814101000,-0.16101007,-0.65660983,9.343372
106298,1425047395131,1787824284000,-0.16938977,-0.65242,9.413403
106299,1425047395141,1787833994000,-0.16400282,-0.66858083,9.3822775
106300,1425047395151,1787844025000,-0.17357962,-0.6655881,9.35235
106301,1425047395161,1787853894000,-0.17537527,-0.6607997,9.41041
106302,1425047395171,1787863922000,-0.15741876,-0.65780693,9.381081
106303,1425047395181,1787873780000,-0.16639702,-0.66139823,9.396643
106304,1425047395191,1787883944000,-0.16101007,-0.6548142,9.376292
106305,1425047395201,1787893672000,-0.16160862,-0.66379243,9.353547
106306,1425047395211,1787903705000,-0.15143326,-0.6655881,9.385271
106307,1425047395221,1787913573000,-0.14604631,-0.65660983,9.351153
106308,1425047395231,1787923604000,-0.14724341,-0.6769605,9.348161
106309,1425047395240,1787933461000,-0.16699557,-0.66020113,9.375694
106310,1425047395251,1787943638000,-0.16579847,-0.65242,9.3499565
106311,1425047395260,1787953362000,-0.16400282,-0.6667852,9.351752
106312,1425047395270,1787963397000,-0.15203181,-0.6793547,9.365519
106313,1425047395280,1787973247000,-0.17537527,-0.6691794,9.394249
106314,1425047395290,1787983288000,-0.18375498,-0.6781576,9.38168
106315,1425047395300,1787993139000,-0.14724341,-0.64823014,9.369708
106316,1425047395310,1788003319000,-0.16639702,-0.6536171,9.339182
106317,1425047395320,1788013044000,-0.16759412,-0.6536171,9.32781
106318,1425047395330,1788023078000,-0.15502456,-0.66139823,9.368511
106319,1425047395340,1788032930000,-0.14963761,-0.6733692,9.372103
106320,1425047395350,1788042980000,-0.16400282,-0.64703304,9.339781
106321,1425047395360,1788052846000,-0.16998832,-0.65900403,9.382876
106322,1425047395370,1788063010000,-0.14724341,-0.6679823,9.357738
106323,1425047395380,1788072727000,-0.16519992,-0.6488287,9.362526
106324,1425047395390,1788082760000,-0.1352724,-0.6398504,9.341577
106325,1425047395400,1788092620000,-0.14903906,-0.6500258,9.378088
106326,1425047395410,1788102648000,-0.15562311,-0.6667852,9.348161
106327,1425047395419,1788112515000,-0.15981296,-0.6667852,9.354745
106328,1425047395430,1788122687000,-0.15382746,-0.6793547,9.372701
106329,1425047395439,1788132409000,-0.15861586,-0.6607997,9.36073
106330,1425047395449,1788142446000,-0.14784196,-0.6476316,9.353547
106331,1425047395459,1788152300000,-0.16639702,-0.66139823,9.375694
106332,1425047395469,1788162340000,-0.15981296,-0.6512229,9.377489
106333,1425047395479,1788172199000,-0.17776948,-0.6512229,9.370307
106334,1425047395489,1788182369000,-0.16519992,-0.65242,9.362526
106335,1425047395499,1788192096000,-0.18614918,-0.65900403,9.364322
106336,1425047395509,1788202130000,-0.16400282,-0.6548142,9.354146
106337,1425047395519,1788211990000,-0.17357962,-0.6572084,9.396045
106338,1425047395529,1788222024000,-0.17597382,-0.6823475,9.384073
106339,1425047395539,1788231898000,-0.16460137,-0.65780693,9.355942
106340,1425047395549,1788242070000,-0.17776948,-0.66618663,9.370307
106341,1425047395559,1788251780000,-0.15023616,-0.6739678,9.358934
106342,1425047395569,1788261816000,-0.17118542,-0.64823014,9.388264
106343,1425047395579,1788271675000,-0.16340427,-0.66618663,9.363723
106344,1425047395589,1788281712000,-0.15622166,-0.65660983,9.379285
106345,1425047395599,1788291569000,-0.15322891,-0.6631939,9.366715
106346,1425047395609,1788301731000,-0.15322891,-0.65182143,9.402629
106347,1425047395618,1788311462000,-0.15801731,-0.65660983,9.343372
106348,1425047395628,1788321501000,-0.14604631,-0.65182143,9.361927
106349,1425047395638,1788331359000,-0.16639702,-0.66498953,9.36492
106350,1425047395648,1788341395000,-0.16160862,-0.64942724,9.348161
106351,1425047395658,1788351260000,-0.16340427,-0.66259533,9.360131
106352,1425047395668,1788361419000,-0.18016368,-0.670975,9.369708
106353,1425047395678,1788371146000,-0.18255788,-0.6560113,9.331401
106354,1425047395688,1788381179000,-0.17238252,-0.664391,9.349358
106355,1425047395698,1788391044000,-0.17357962,-0.6667852,9.361927
106356,1425047395708,1788401076000,-0.17956513,-0.6745663,9.339781
106357,1425047395718,1788411150000,-0.16519992,-0.6476316,9.376891
106358,1425047395728,1788421123000,-0.15741876,-0.64703304,9.3421755
106359,1425047395738,1788430830000,-0.16101007,-0.66858083,9.355343
106360,1425047395748,1788440861000,-0.16400282,-0.6739678,9.376292
106361,1425047395758,1788450800000,-0.16400282,-0.6721721,9.396045
106362,1425047395768,1788460806000,-0.17058687,-0.66020113,9.385271
106363,1425047395778,1788470783000,-0.15981296,-0.6488287,9.351153
106364,1425047395788,1788480804000,-0.16160862,-0.6667852,9.341577
106365,1425047395797,1788490524000,-0.18614918,-0.65780693,9.339781
106366,1425047395808,1788500563000,-0.16519992,-0.6631939,9.347562
106367,1425047395817,1788510409000,-0.16280572,-0.6781576,9.345766
106368,1425047395827,1788520448000,-0.15382746,-0.6733692,9.322423
106369,1425047395837,1788530311000,-0.14664486,-0.65900403,9.351752
106370,1425047395847,1788540468000,-0.15801731,-0.6572084,9.365519
106371,1425047395857,1788550231000,-0.14724341,-0.6392518,9.365519
106372,1425047395867,1788560233000,-0.16280572,-0.63206923,9.366715
106373,1425047395877,1788570226000,-0.15143326,-0.6703765,9.375694
106374,1425047395887,1788580232000,-0.15741876,-0.65182143,9.379285
106375,1425047395897,1788589993000,-0.16101007,-0.66020113,9.3661175
106376,1425047395907,1788600239000,-0.15502456,-0.6721721,9.368511
106377,1425047395917,1788609882000,-0.15801731,-0.6775591,9.370307
106378,1425047395927,1788619916000,-0.17238252,-0.6386533,9.348161
106379,1425047395937,1788629769000,-0.14963761,-0.6691794,9.367314
106380,1425047395947,1788639808000,-0.15622166,-0.6739678,9.375694
106381,1425047395957,1788649681000,-0.15442601,-0.6697779,9.374496
106382,1425047395967,1788659851000,-0.15981296,-0.6428431,9.34397
106383,1425047395976,1788669576000,-0.15741876,-0.6727707,9.35235
106384,1425047395986,1788679601000,-0.15263036,-0.66738373,9.324219
106385,1425047395996,1788689467000,-0.15502456,-0.6793547,9.382876
106386,1425047396006,1788699494000,-0.15981296,-0.64703304,9.351153
106387,1425047396016,1788709355000,-0.142455,-0.6512229,9.374496
106388,1425047396026,1788719515000,-0.1592144,-0.6560113,9.385869
106389,1425047396036,1788729245000,-0.15682021,-0.65780693,9.359533
106390,1425047396046,1788739287000,-0.14604631,-0.6805518,9.3499565
106391,1425047396056,1788749147000,-0.17118542,-0.6805518,9.353547
106392,1425047396066,1788759180000,-0.16938977,-0.66618663,9.367314
106393,1425047396076,1788769037000,-0.16160862,-0.66259533,9.367912
106394,1425047396086,1788779212000,-0.17058687,-0.66738373,9.351153
106395,1425047396096,1788788937000,-0.16160862,-0.6464345,9.356541
106396,1425047396106,1788799381000,-0.15741876,-0.6697779,9.354146
106397,1425047396116,1788808838000,-0.15382746,-0.6362591,9.354745
106398,1425047396126,1788818873000,-0.1592144,-0.6560113,9.361329
106399,1425047396136,1788828728000,-0.16998832,-0.66259533,9.367912
106400,1425047396146,1788838912000,-0.16519992,-0.66858083,9.348759
106401,1425047396156,1788848627000,-0.17298107,-0.6572084,9.36911
106402,1425047396166,1788858664000,-0.16519992,-0.6596026,9.3733
106403,1425047396175,1788868526000,-0.16639702,-0.65062433,9.346964
106404,1425047396186,1788878556000,-0.16160862,-0.65421563,9.330803
106405,1425047396195,1788888415000,-0.16639702,-0.66858083,9.349358
106406,1425047396206,1788898581000,-0.16699557,-0.6512229,9.375095
106407,1425047396215,1788908309000,-0.14664486,-0.66618663,9.354146
106408,1425047396225,1788918336000,-0.15682021,-0.6757634,9.353547
106409,1425047396235,1788928195000,-0.15981296,-0.65421563,9.354745
106410,1425047396245,1788938232000,-0.15023616,-0.66259533,9.363124
106411,1425047396255,1788948100000,-0.17657238,-0.6596026,9.380483
106412,1425047396265,1788958264000,-0.15682021,-0.65541273,9.380483
106413,1425047396275,1788967983000,-0.15083471,-0.65301853,9.3499565
106414,1425047396285,1788978032000,-0.15322891,-0.6464345,9.335591
106415,1425047396295,1788987887000,-0.14664486,-0.6631939,9.376292
106416,1425047396305,1788997907000,-0.16160862,-0.66738373,9.395446
106417,1425047396315,1789007786000,-0.1592144,-0.6739678,9.368511
106418,1425047396325,1789017947000,-0.16998832,-0.65660983,9.367912
106419,1425047396335,1789027674000,-0.16280572,-0.6757634,9.385869
106420,1425047396345,1789037710000,-0.15143326,-0.6631939,9.357139
106421,1425047396355,1789047571000,-0.14724341,-0.6548142,9.372103
106422,1425047396365,1789057600000,-0.16340427,-0.6560113,9.364322
106423,1425047396374,1789067458000,-0.14305355,-0.664391,9.361329
106424,1425047396385,1789077628000,-0.16879122,-0.6631939,9.381081
106425,1425047396394,1789087353000,-0.16879122,-0.6631939,9.381081
106426,1425047396404,1789097387000,-0.16759412,-0.65242,9.36492
106427,1425047396414,1789107256000,-0.14065935,-0.6476316,9.328408
106428,1425047396424,1789117286000,-0.16579847,-0.6572084,9.348759
106429,1425047396434,1789127148000,-0.15562311,-0.6434417,9.321824
106430,1425047396444,1789137313000,-0.16759412,-0.64823014,9.3499565
106431,1425047396454,1789147051000,-0.12629414,-0.6691794,9.321226
106432,1425047396464,1789157080000,-0.1604115,-0.63206923,9.361329
106433,1425047396474,1789166934000,-0.14963761,-0.6697779,9.362526
106434,1425047396484,1789176972000,-0.16579847,-0.6721721,9.367314
